State,Date,Body Aches,Fatigue,Flu-like,Seasonal Cold,Trouble Breathing,Nausea or Diarrhea,Loss of Appetite,Fever,Changes in Smell or Taste,Abdominal Pain,Chills,Cough,Headache
New Hampshire,2020-05-20,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2020-05-21,0,0,1,0,0,0,0,0,0,0,0,0,0
New Hampshire,2020-05-22,0,0,2,0,1,0,0,0,0,0,0,0,0
New Hampshire,2020-05-23,0,1,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2020-05-24,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2020-05-25,0,2,4,0,0,0,0,2,0,0,0,0,0
New Hampshire,2020-05-26,0,1,2,0,0,0,0,1,3,0,0,1,0
New Hampshire,2020-05-27,0,0,1,0,0,0,0,0,0,0,0,0,0
New Hampshire,2020-05-28,2,1,2,0,0,0,0,0,0,0,0,0,0
New Hampshire,2020-05-29,0,0,1,0,10,0,0,1,0,0,0,0,0
New Hampshire,2020-05-30,1,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2020-05-31,0,0,0,0,3,0,0,0,0,0,0,1,0
New Hampshire,2020-06-01,2,0,0,0,0,0,0,0,0,1,0,0,0
New Hampshire,2020-06-02,1,0,0,0,1,0,0,1,0,0,0,1,0
New Hampshire,2020-06-03,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2020-06-04,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2020-06-05,0,0,1,0,0,0,0,0,0,0,0,0,0
New Hampshire,2020-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2020-06-07,0,1,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2020-06-08,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2020-06-10,0,0,1,0,5,0,0,1,0,0,0,1,0
New Hampshire,2020-06-11,0,0,2,0,0,0,0,0,0,0,0,0,0
New Hampshire,2020-06-12,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2020-06-13,0,0,1,0,0,0,0,0,0,0,0,0,0
New Hampshire,2020-06-14,0,0,1,0,0,0,0,1,0,0,0,0,0
New Hampshire,2020-06-15,0,0,0,0,2,0,0,0,0,0,0,0,0
New Hampshire,2020-06-16,0,0,2,0,4,0,0,0,0,0,0,1,0
New Hampshire,2020-06-17,0,2,0,0,1,0,0,0,0,0,0,0,0
New Hampshire,2020-06-18,1,0,3,0,0,0,0,1,0,0,0,0,0
New Hampshire,2020-06-19,1,1,2,0,1,0,1,0,1,0,0,2,0
New Hampshire,2020-06-22,2,0,2,0,2,1,0,1,0,0,1,0,0
New Hampshire,2020-06-23,0,0,4,0,5,0,0,2,0,0,0,4,0
New Hampshire,2020-06-24,0,1,18,0,0,0,0,1,0,0,0,3,0
New Hampshire,2020-06-25,0,8,2,0,4,0,0,0,0,0,0,0,0
New Hampshire,2020-06-26,2,2,1,0,0,0,0,0,0,0,0,1,0
New Hampshire,2020-06-27,0,2,2,0,4,0,0,1,1,0,0,0,0
New Hampshire,2020-06-29,0,2,0,0,1,0,0,0,0,0,0,0,0
New Hampshire,2020-06-30,3,5,0,1,3,0,0,1,3,0,2,1,1
New Hampshire,2020-07-01,0,1,6,0,0,0,0,0,0,0,0,0,0
New Hampshire,2020-07-02,5,1,2,0,2,0,0,1,0,0,0,0,0
New Hampshire,2020-07-03,0,0,8,0,0,0,0,2,3,0,0,0,0
New Hampshire,2020-07-04,0,1,2,0,0,0,1,20,0,0,0,1,0
New Hampshire,2020-07-05,1,0,1,0,1,0,0,7,1,0,0,0,0
New Hampshire,2020-07-06,0,1,2,0,0,0,0,2,0,0,0,0,0
New Hampshire,2020-07-07,0,3,3,0,3,0,0,0,1,0,0,0,0
New Hampshire,2020-07-08,1,1,1,0,4,0,0,2,4,0,1,2,0
New Hampshire,2020-07-09,0,0,2,0,2,0,0,1,1,0,0,0,0
New Hampshire,2020-07-10,3,1,2,0,6,0,0,1,0,0,0,0,0
New Hampshire,2020-07-11,0,3,2,0,0,0,0,1,4,0,0,0,0
New Hampshire,2020-07-12,0,0,4,0,3,1,0,0,2,0,0,1,0
New Hampshire,2020-07-13,0,1,3,0,2,0,0,1,0,0,0,0,0
New Hampshire,2020-07-14,0,2,4,0,4,1,0,0,5,0,0,1,0
New Hampshire,2020-07-15,2,0,7,0,0,1,0,0,2,0,0,0,0
New Hampshire,2020-07-16,3,1,7,0,4,1,0,1,0,0,1,1,1
New Hampshire,2020-07-17,0,1,10,0,0,0,0,0,0,0,0,0,0
New Hampshire,2020-07-18,0,0,8,0,2,0,0,2,0,0,0,0,0
New Hampshire,2020-07-19,0,0,3,0,0,0,3,1,0,0,0,0,0
New Hampshire,2020-07-20,1,0,4,0,0,0,0,0,1,0,0,0,0
New Hampshire,2020-07-21,13,0,2,0,0,0,0,0,0,0,0,0,0
New Hampshire,2020-07-22,0,0,6,0,2,0,0,4,0,0,0,1,0
New Hampshire,2020-07-23,0,2,4,0,2,1,0,0,0,0,0,0,0
New Hampshire,2020-07-24,4,3,1,0,4,2,0,2,3,0,2,3,2
New Hampshire,2020-07-25,0,0,1,0,0,0,0,0,0,0,0,0,0
New Hampshire,2020-07-26,2,0,3,0,0,0,0,0,0,0,0,0,0
New Hampshire,2020-07-27,0,1,3,0,1,4,0,4,1,0,0,0,0
New Hampshire,2020-07-28,0,0,12,0,0,5,0,5,0,0,0,0,0
New Hampshire,2020-07-29,0,0,1,0,2,0,0,0,5,0,0,0,1
New Hampshire,2020-07-30,0,0,6,0,1,0,0,0,0,0,0,0,0
New Hampshire,2020-07-31,0,0,2,0,0,0,0,1,0,0,0,0,0
New Hampshire,2020-08-01,0,0,0,0,1,0,0,0,0,0,0,0,0
New Hampshire,2020-08-02,0,0,3,0,0,0,0,0,0,0,0,0,0
New Hampshire,2020-08-03,0,0,2,0,2,0,0,0,0,0,0,0,0
New Hampshire,2020-08-04,0,0,3,0,0,0,0,0,0,0,0,0,0
New Hampshire,2020-08-05,0,0,2,0,0,0,0,0,0,0,0,1,0
New Hampshire,2020-08-06,1,0,6,0,2,0,0,0,1,0,0,0,0
New Hampshire,2020-08-07,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2020-08-08,0,2,2,0,0,0,0,0,0,0,0,0,0
New Hampshire,2020-08-09,0,1,3,0,0,0,0,0,0,0,0,0,0
New Hampshire,2020-08-10,0,0,2,0,0,0,0,0,0,0,0,0,0
New Hampshire,2020-08-11,0,8,15,0,0,1,0,0,0,0,0,0,0
New Hampshire,2020-08-12,0,0,3,0,1,0,0,2,0,0,0,0,0
New Hampshire,2020-08-13,0,0,1,0,1,1,0,0,0,0,0,0,0
New Hampshire,2020-08-14,0,1,1,0,0,0,0,1,0,0,0,0,0
New Hampshire,2020-08-15,0,1,0,0,2,0,0,0,0,0,0,0,0
New Hampshire,2020-08-16,0,2,2,0,1,0,0,0,1,0,0,0,0
New Hampshire,2020-08-17,0,0,1,0,0,0,0,0,0,0,0,0,0
New Hampshire,2020-08-18,0,0,2,0,0,0,0,0,0,0,0,1,0
New Hampshire,2020-08-19,0,1,1,0,0,0,0,0,2,0,0,0,0
New Hampshire,2020-08-20,0,1,2,0,1,0,0,2,0,0,0,0,0
New Hampshire,2020-08-21,1,1,3,0,0,0,0,0,0,0,0,0,0
New Hampshire,2020-08-22,0,1,0,0,0,0,1,0,0,0,0,0,0
New Hampshire,2020-08-23,0,1,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2020-08-24,2,1,1,0,1,0,0,1,2,0,0,1,0
New Hampshire,2020-08-25,0,0,0,0,1,0,0,0,0,0,0,0,0
New Hampshire,2020-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,2020-08-27,0,0,0,0,0,0,0,1,0,0,0,0,0
New Hampshire,2020-08-28,0,0,0,0,0,0,0,1,0,0,0,0,0
New Hampshire,2020-08-29,0,0,0,0,1,0,0,0,0,0,0,0,0
New Hampshire,2020-08-30,0,1,6,0,1,0,0,1,0,0,0,0,0
New Hampshire,2020-08-31,0,0,3,0,0,0,1,0,0,0,0,0,0
New Hampshire,2020-09-01,0,0,1,0,0,0,0,0,0,0,0,0,0
New Hampshire,2020-09-02,0,0,3,0,0,0,0,0,0,0,0,0,0
New Hampshire,2020-09-03,0,0,1,0,1,0,0,0,0,0,0,0,0
New Hampshire,2020-09-04,0,1,1,0,0,0,0,0,0,0,0,0,0
New Hampshire,2020-09-05,0,1,3,0,0,0,0,0,1,0,0,0,0
New Hampshire,2020-09-06,0,1,0,0,0,0,0,0,1,0,0,0,0
New Hampshire,2020-09-07,0,0,2,0,5,0,0,0,0,0,0,0,0
New Hampshire,2020-09-08,0,0,4,0,0,0,0,0,0,0,0,0,0
New Hampshire,2020-09-09,1,0,14,0,1,1,0,1,0,0,0,0,0
New Hampshire,2020-09-10,1,0,22,0,0,0,0,0,0,0,0,0,0
New Hampshire,2020-09-11,0,0,5,0,0,0,0,0,0,0,0,0,0
New Hampshire,2020-09-12,1,0,2,0,0,0,0,0,0,0,0,0,0
New Hampshire,2020-09-13,0,0,3,0,0,0,0,0,1,0,0,0,0
New Hampshire,2020-09-14,0,0,2,0,2,0,0,1,0,0,0,0,0
New Hampshire,2020-09-15,0,0,2,0,1,0,0,0,0,0,0,0,0
New Jersey,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0
New Jersey,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0
New Jersey,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0
New Jersey,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0
New Jersey,2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0
New Jersey,2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0
New Jersey,2020-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0
New Jersey,2020-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0
New Jersey,2020-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0
New Jersey,2020-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0
New Jersey,2020-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0
New Jersey,2020-03-12,0,0,1,0,1,0,0,1,0,0,0,2,0
New Jersey,2020-03-13,4,1,26,1,6,0,0,5,1,0,1,10,1
New Jersey,2020-03-14,4,0,26,0,11,0,0,5,0,0,0,5,0
New Jersey,2020-03-15,1,3,25,1,10,1,0,9,0,0,0,5,1
New Jersey,2020-03-16,2,9,35,0,4,0,0,6,0,0,0,4,0
New Jersey,2020-03-17,4,1,21,0,6,0,0,10,0,0,0,2,1
New Jersey,2020-03-18,1,1,19,1,7,1,0,4,1,1,0,3,0
New Jersey,2020-03-19,1,2,29,0,9,2,0,7,1,0,1,6,0
New Jersey,2020-03-20,8,2,16,1,45,0,0,6,0,0,0,3,1
New Jersey,2020-03-21,2,0,15,0,18,1,0,4,3,0,0,64,0
New Jersey,2020-03-22,4,2,14,0,4,2,0,10,1,0,0,48,0
New Jersey,2020-03-23,4,5,10,1,6,10,0,5,40,0,0,9,0
New Jersey,2020-03-24,2,2,13,1,4,1,0,4,4,0,0,6,3
New Jersey,2020-03-25,1,2,12,0,5,0,0,5,2,0,0,5,0
New Jersey,2020-03-26,7,0,21,2,6,1,0,3,0,0,0,1,0
New Jersey,2020-03-27,2,5,39,1,16,4,0,6,3,0,1,5,1
New Jersey,2020-03-28,3,3,17,0,8,2,0,5,9,0,0,7,0
New Jersey,2020-03-29,1,0,16,1,67,1,0,2,2,0,0,3,0
New Jersey,2020-03-30,1,2,9,0,27,0,0,6,1,0,0,1,0
New Jersey,2020-03-31,1,1,31,0,77,1,0,11,2,0,0,4,0
New Jersey,2020-04-01,5,4,15,0,9,1,0,3,1,1,0,5,0
New Jersey,2020-04-02,2,0,12,1,9,0,1,5,13,0,2,2,0
New Jersey,2020-04-03,3,1,10,1,6,0,0,7,7,0,0,4,0
New Jersey,2020-04-04,7,0,14,0,9,0,0,3,14,0,0,2,0
New Jersey,2020-04-05,1,1,17,0,11,0,0,3,6,0,0,1,0
New Jersey,2020-04-06,2,3,29,1,14,0,0,1,7,0,0,2,0
New Jersey,2020-04-07,0,2,11,0,8,0,0,0,1,0,0,6,0
New Jersey,2020-04-08,2,2,12,0,25,1,1,4,0,0,0,2,0
New Jersey,2020-04-09,3,2,16,0,8,2,0,6,7,0,0,2,0
New Jersey,2020-04-10,2,4,35,1,5,0,0,3,0,0,0,4,1
New Jersey,2020-04-11,2,1,20,0,3,1,0,2,2,0,0,1,0
New Jersey,2020-04-12,0,7,24,0,0,1,0,1,0,0,1,2,0
New Jersey,2020-04-13,2,1,21,0,12,0,0,5,1,0,1,3,0
New Jersey,2020-04-14,0,0,0,0,0,0,0,0,0,0,0,0,0
New Jersey,2020-04-15,5,6,7,1,9,0,0,9,3,0,0,4,1
New Jersey,2020-04-16,0,1,21,0,2,0,0,3,7,0,0,3,0
New Jersey,2020-04-17,3,0,28,1,5,4,0,2,4,0,0,0,0
New Jersey,2020-04-18,1,3,81,0,6,2,0,2,13,0,0,1,0
New Jersey,2020-04-19,3,2,160,0,0,0,0,4,9,0,0,4,0
New Jersey,2020-04-20,5,2,38,2,2,1,1,3,2,0,0,1,0
New Jersey,2020-04-21,6,6,16,1,2,3,0,1,0,1,1,1,0
New Jersey,2020-04-22,0,4,28,1,2,4,0,2,4,0,0,5,0
New Jersey,2020-04-23,0,3,13,0,9,0,0,4,5,0,0,8,1
New Jersey,2020-04-24,5,3,15,0,4,0,0,2,0,0,0,1,0
New Jersey,2020-04-25,4,3,10,0,11,1,0,3,2,0,0,2,0
New Jersey,2020-04-26,3,1,9,0,2,0,0,3,7,0,2,0,1
New Jersey,2020-04-27,1,2,15,0,3,0,0,6,3,0,2,2,0
New Jersey,2020-04-28,5,5,62,1,3,1,0,2,6,0,1,1,1
New Jersey,2020-04-29,1,1,46,0,2,1,0,0,0,0,0,2,1
New Jersey,2020-04-30,1,2,12,0,4,1,0,1,0,0,0,1,0
New Jersey,2020-05-01,4,0,11,0,9,0,0,3,0,0,0,2,0
New Jersey,2020-05-02,1,8,13,0,2,0,0,1,0,0,0,0,0
New Jersey,2020-05-03,3,1,11,1,0,0,0,0,4,0,0,0,0
New Jersey,2020-05-04,3,1,14,0,11,1,0,1,1,0,0,0,0
New Jersey,2020-05-05,5,3,19,0,7,1,0,1,0,0,0,1,1
New Jersey,2020-05-06,2,4,7,2,4,0,0,3,2,0,0,0,0
New Jersey,2020-05-07,0,5,9,0,4,0,0,2,0,0,0,1,0
New Jersey,2020-05-08,4,6,12,0,4,2,0,1,0,1,0,0,0
New Jersey,2020-05-09,3,3,9,1,4,4,0,5,0,0,0,2,1
New Jersey,2020-05-10,0,3,23,0,1,0,0,1,3,0,0,0,0
New Jersey,2020-05-11,1,2,9,0,8,0,0,3,0,0,0,4,0
New Jersey,2020-05-12,1,2,9,0,3,1,0,1,1,0,0,4,0
New Jersey,2020-05-13,2,3,9,1,7,1,0,4,2,0,0,1,0
New Jersey,2020-05-14,0,4,19,0,7,2,0,4,1,0,0,4,0
New Jersey,2020-05-15,0,0,0,0,0,0,0,0,0,0,0,0,0
New Jersey,2020-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0
New Jersey,2020-05-17,0,3,7,0,0,0,0,1,0,0,0,0,0
New Jersey,2020-05-18,3,2,11,0,3,0,0,4,6,0,0,1,0
New Jersey,2020-05-19,2,1,7,0,3,0,0,0,2,0,0,0,0
New Jersey,2020-05-20,0,0,0,0,0,0,0,0,0,0,0,0,0
New Jersey,2020-05-21,3,3,10,1,0,0,0,1,0,0,0,1,0
New Jersey,2020-05-22,1,2,7,0,3,0,0,1,0,0,0,0,0
New Jersey,2020-05-23,0,1,6,1,4,0,0,0,1,0,0,1,0
New Jersey,2020-05-24,1,2,10,1,7,0,0,1,0,0,0,1,0
New Jersey,2020-05-25,1,6,20,0,3,0,0,36,0,0,0,1,0
New Jersey,2020-05-26,1,12,19,0,2,0,0,25,2,0,1,1,0
New Jersey,2020-05-27,2,10,11,0,2,2,1,4,0,0,0,0,0
New Jersey,2020-05-28,6,6,12,0,3,1,0,1,1,0,0,0,0
New Jersey,2020-05-29,3,1,4,0,60,0,0,0,2,0,0,0,0
New Jersey,2020-05-30,1,3,2,0,0,1,0,0,0,0,0,0,0
New Jersey,2020-05-31,0,0,1,0,1,0,0,0,0,0,0,0,0
New Jersey,2020-06-01,1,1,2,2,4,0,0,0,4,0,0,0,0
New Jersey,2020-06-02,1,2,2,0,3,0,0,1,2,0,0,0,0
New Jersey,2020-06-03,1,1,3,2,2,2,0,1,7,0,0,2,0
New Jersey,2020-06-04,3,1,2,0,7,0,0,2,6,0,0,1,0
New Jersey,2020-06-05,1,1,6,0,2,0,0,2,2,0,0,1,0
New Jersey,2020-06-06,1,4,2,0,2,0,0,1,0,0,0,0,0
New Jersey,2020-06-07,3,0,1,0,2,0,0,0,0,0,0,0,0
New Jersey,2020-06-08,2,0,3,0,4,1,0,0,0,0,0,1,1
New Jersey,2020-06-10,1,0,3,0,6,0,0,1,4,0,0,0,0
New Jersey,2020-06-11,0,9,5,0,4,0,0,2,2,0,0,0,0
New Jersey,2020-06-12,0,2,3,0,1,0,0,0,1,0,0,1,0
New Jersey,2020-06-13,0,1,6,0,3,0,0,2,3,0,0,0,0
New Jersey,2020-06-14,0,1,4,0,2,0,0,0,0,0,0,2,0
New Jersey,2020-06-15,2,1,7,1,8,0,0,1,0,0,0,1,0
New Jersey,2020-06-16,0,6,6,0,18,0,1,4,5,0,0,3,0
New Jersey,2020-06-17,0,2,8,0,4,0,2,4,1,0,1,0,0
New Jersey,2020-06-18,1,14,12,0,10,0,0,2,7,0,0,0,0
New Jersey,2020-06-19,2,2,4,0,2,0,0,1,1,0,1,0,0
New Jersey,2020-06-22,8,2,5,0,9,1,0,3,37,0,4,2,0
New Jersey,2020-06-23,5,4,41,0,28,1,1,3,4,0,2,12,2
New Jersey,2020-06-24,2,5,77,0,9,0,0,3,1,0,1,17,0
New Jersey,2020-06-25,1,45,21,1,12,1,0,4,7,0,0,0,1
New Jersey,2020-06-26,2,31,5,1,7,0,0,1,2,0,0,7,0
New Jersey,2020-06-27,4,2,6,0,16,0,0,0,1,0,0,1,0
New Jersey,2020-06-29,3,2,13,0,3,0,1,6,1,1,0,0,1
New Jersey,2020-06-30,3,1,10,0,12,3,0,3,0,0,0,1,0
New Jersey,2020-07-01,1,1,40,0,11,0,0,6,0,0,0,0,0
New Jersey,2020-07-02,42,5,6,0,4,0,0,7,3,0,0,2,1
New Jersey,2020-07-03,5,8,51,0,2,1,0,18,6,0,0,0,0
New Jersey,2020-07-04,2,4,11,0,7,0,1,97,0,0,0,2,1
New Jersey,2020-07-05,0,4,6,0,4,0,0,20,0,0,0,0,0
New Jersey,2020-07-06,4,11,14,0,8,1,0,6,2,0,0,4,0
New Jersey,2020-07-07,2,8,18,0,3,0,0,4,2,0,0,0,0
New Jersey,2020-07-08,4,2,16,0,7,0,0,3,4,0,1,0,0
New Jersey,2020-07-09,7,2,15,2,12,0,4,5,1,0,0,0,0
New Jersey,2020-07-10,18,10,5,3,29,1,5,5,0,0,0,0,0
New Jersey,2020-07-11,3,8,11,0,10,0,0,1,1,0,0,0,0
New Jersey,2020-07-12,6,1,22,2,9,4,0,0,0,0,0,2,0
New Jersey,2020-07-13,4,2,17,2,9,0,0,5,5,0,0,2,0
New Jersey,2020-07-14,5,2,23,2,12,9,0,0,18,0,0,0,0
New Jersey,2020-07-15,5,3,41,0,2,2,0,2,6,0,0,0,0
New Jersey,2020-07-16,2,4,14,0,8,7,0,0,6,1,0,4,0
New Jersey,2020-07-17,2,9,43,0,7,1,0,2,2,0,2,2,0
New Jersey,2020-07-18,0,4,31,0,7,0,0,12,0,0,0,1,0
New Jersey,2020-07-19,2,5,24,1,5,1,0,2,0,0,0,1,0
New Jersey,2020-07-20,3,1,31,0,3,1,0,1,3,0,0,0,0
New Jersey,2020-07-21,31,1,11,0,2,0,1,9,0,0,0,0,0
New Jersey,2020-07-22,9,2,11,0,4,1,0,0,2,0,1,0,1
New Jersey,2020-07-23,2,5,18,0,0,0,0,0,6,0,0,0,0
New Jersey,2020-07-24,2,3,15,0,8,0,0,1,20,0,0,0,0
New Jersey,2020-07-25,1,3,8,1,10,0,0,1,5,0,0,1,0
New Jersey,2020-07-26,6,1,10,0,13,0,0,2,5,0,1,2,0
New Jersey,2020-07-27,3,9,13,0,2,35,1,38,1,1,0,0,0
New Jersey,2020-07-28,2,4,16,1,3,12,0,13,0,0,0,0,0
New Jersey,2020-07-29,12,0,10,0,5,1,0,1,0,0,0,0,0
New Jersey,2020-07-30,1,2,28,0,5,0,0,0,2,0,0,0,0
New Jersey,2020-07-31,8,2,9,0,5,0,0,2,0,0,0,1,1
New Jersey,2020-08-01,4,0,2,0,9,0,0,1,0,0,0,0,0
New Jersey,2020-08-02,0,1,18,0,23,0,0,0,2,0,0,1,0
New Jersey,2020-08-03,1,4,16,0,6,0,0,1,0,0,0,3,0
New Jersey,2020-08-04,1,1,17,0,4,0,0,2,0,0,0,2,0
New Jersey,2020-08-05,0,1,5,0,2,0,0,3,0,0,0,0,0
New Jersey,2020-08-06,3,3,4,1,5,0,0,0,5,1,0,3,1
New Jersey,2020-08-07,0,2,9,0,1,1,0,1,4,0,0,0,0
New Jersey,2020-08-08,2,2,8,0,2,0,0,1,2,0,0,0,0
New Jersey,2020-08-09,2,1,6,0,7,0,0,0,0,0,0,0,0
New Jersey,2020-08-10,0,5,12,0,3,1,0,2,4,0,0,0,0
New Jersey,2020-08-11,8,74,53,0,1,0,0,1,0,0,0,0,0
New Jersey,2020-08-12,0,8,15,1,2,0,0,1,0,0,0,0,2
New Jersey,2020-08-13,1,0,9,0,1,1,0,0,0,0,0,4,0
New Jersey,2020-08-14,0,3,10,0,3,0,0,2,0,0,0,0,0
New Jersey,2020-08-15,0,6,3,1,12,0,0,0,0,0,0,1,0
New Jersey,2020-08-16,0,1,11,0,6,0,0,0,0,0,0,0,0
New Jersey,2020-08-17,0,1,8,0,5,2,0,0,1,0,0,0,0
New Jersey,2020-08-18,0,0,9,0,6,0,0,3,3,0,1,1,0
New Jersey,2020-08-19,1,0,20,0,1,1,0,2,1,0,0,1,0
New Jersey,2020-08-20,1,0,20,0,1,0,0,8,4,0,0,0,0
New Jersey,2020-08-21,2,3,43,0,3,0,0,2,2,0,0,0,0
New Jersey,2020-08-22,2,1,2,0,1,0,0,1,0,0,0,0,0
New Jersey,2020-08-23,1,0,12,0,0,0,0,0,0,0,0,0,0
New Jersey,2020-08-24,1,2,10,0,3,0,0,2,2,0,0,0,0
New Jersey,2020-08-25,2,1,4,0,5,0,0,0,0,0,0,0,0
New Jersey,2020-08-26,1,2,7,0,1,0,0,3,0,0,0,0,0
New Jersey,2020-08-27,1,2,5,0,0,0,0,2,0,0,0,0,0
New Jersey,2020-08-28,4,0,6,0,3,0,0,3,0,0,0,1,0
New Jersey,2020-08-29,1,4,2,0,2,0,0,2,0,0,0,0,0
New Jersey,2020-08-30,2,2,35,0,3,0,0,1,0,0,0,0,0
New Jersey,2020-08-31,1,3,34,0,2,0,1,9,0,0,1,6,0
New Jersey,2020-09-01,1,2,18,0,5,0,0,0,1,0,1,1,0
New Jersey,2020-09-02,0,0,7,0,6,0,0,0,0,0,0,0,0
New Jersey,2020-09-03,1,7,13,0,2,0,0,1,2,0,0,2,0
New Jersey,2020-09-04,1,4,10,0,0,4,0,2,6,0,0,0,0
New Jersey,2020-09-05,0,7,6,0,2,0,0,3,0,0,0,0,0
New Jersey,2020-09-06,0,4,1,0,0,0,0,2,0,0,0,0,0
New Jersey,2020-09-07,2,2,6,0,8,0,0,1,0,0,0,0,0
New Jersey,2020-09-08,2,1,21,0,4,0,0,0,0,0,0,0,0
New Jersey,2020-09-09,0,3,89,0,8,0,0,5,1,0,0,3,0
New Jersey,2020-09-10,6,0,102,2,2,0,0,3,0,0,0,1,1
New Jersey,2020-09-11,2,0,14,0,3,1,0,1,0,0,0,0,0
New Jersey,2020-09-12,0,0,12,0,5,0,0,0,2,0,0,0,0
New Jersey,2020-09-13,0,0,19,0,1,0,0,1,0,0,0,0,0
New Jersey,2020-09-14,1,2,26,1,4,0,0,3,2,0,0,1,0
New Jersey,2020-09-15,5,6,12,0,10,0,0,3,1,0,0,2,0
New Mexico,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0
New Mexico,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0
New Mexico,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0
New Mexico,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0
New Mexico,2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0
New Mexico,2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0
New Mexico,2020-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0
New Mexico,2020-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0
New Mexico,2020-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0
New Mexico,2020-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0
New Mexico,2020-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0
New Mexico,2020-03-12,0,0,1,0,0,0,0,0,0,0,0,0,1
New Mexico,2020-03-13,1,0,32,1,1,1,0,1,0,0,0,5,0
New Mexico,2020-03-14,0,1,36,0,1,0,0,2,0,0,0,3,0
New Mexico,2020-03-15,1,1,5,1,5,0,0,3,0,0,0,1,0
New Mexico,2020-03-16,1,3,15,0,5,0,0,3,0,0,1,4,0
New Mexico,2020-03-17,5,0,11,3,5,0,0,6,0,0,0,4,0
New Mexico,2020-03-18,1,1,20,0,4,0,0,7,0,0,0,8,0
New Mexico,2020-03-19,0,0,13,0,5,0,0,2,0,0,0,0,0
New Mexico,2020-03-20,5,1,7,0,18,0,0,1,0,1,0,4,0
New Mexico,2020-03-21,1,2,5,0,12,0,2,3,0,0,0,23,0
New Mexico,2020-03-22,2,2,7,0,1,0,0,7,1,0,0,20,0
New Mexico,2020-03-23,2,1,7,0,3,7,0,2,14,0,0,2,0
New Mexico,2020-03-24,2,1,4,0,1,0,0,1,6,0,0,1,0
New Mexico,2020-03-25,1,0,10,0,3,0,0,1,1,0,0,3,0
New Mexico,2020-03-26,3,0,11,0,1,1,0,1,4,0,1,1,0
New Mexico,2020-03-27,1,1,7,0,6,4,0,4,1,0,0,0,0
New Mexico,2020-03-28,2,0,15,0,3,0,0,0,2,0,0,2,0
New Mexico,2020-03-29,1,0,10,0,22,1,1,1,0,0,0,3,0
New Mexico,2020-03-30,0,1,5,0,10,1,0,0,0,0,0,0,0
New Mexico,2020-03-31,0,0,11,0,45,1,0,4,2,0,0,3,0
New Mexico,2020-04-01,0,0,6,0,9,0,1,5,1,0,0,8,0
New Mexico,2020-04-02,0,1,3,0,8,0,0,2,5,0,1,2,1
New Mexico,2020-04-03,2,1,10,1,5,1,0,3,0,0,0,2,0
New Mexico,2020-04-04,0,0,4,0,4,0,0,0,4,0,0,1,0
New Mexico,2020-04-05,1,1,6,0,4,0,0,2,1,0,0,4,0
New Mexico,2020-04-06,2,1,4,0,10,0,0,3,2,0,0,3,0
New Mexico,2020-04-07,2,0,7,0,10,0,0,2,1,0,0,2,0
New Mexico,2020-04-08,0,0,7,0,9,0,0,2,0,0,0,0,0
New Mexico,2020-04-09,0,3,6,0,5,0,0,1,0,0,0,1,0
New Mexico,2020-04-10,0,4,12,0,1,0,0,2,1,0,0,2,0
New Mexico,2020-04-11,2,1,10,0,4,0,0,1,0,0,0,3,0
New Mexico,2020-04-12,0,1,12,0,3,0,0,1,1,0,0,0,0
