State,Date,# COVID Tweets,# Twitter Users
Idaho,2020-05-09,729,273
Idaho,2020-05-10,632,237
Idaho,2020-05-11,879,355
Idaho,2020-05-12,902,358
Idaho,2020-05-13,943,406
Idaho,2020-05-14,972,388
Idaho,2020-05-15,867,350
Idaho,2020-05-16,674,256
Idaho,2020-05-17,671,265
Idaho,2020-05-18,808,341
Idaho,2020-05-19,900,386
Idaho,2020-05-20,861,396
Idaho,2020-05-21,881,343
Idaho,2020-05-22,718,289
Idaho,2020-05-23,603,246
Idaho,2020-05-24,574,237
Idaho,2020-05-25,516,222
Idaho,2020-05-26,675,316
Idaho,2020-05-27,647,279
Idaho,2020-05-28,816,344
Idaho,2020-05-29,635,290
Idaho,2020-05-30,453,194
Idaho,2020-05-31,416,188
Idaho,2020-06-01,508,249
Idaho,2020-06-02,504,246
Idaho,2020-06-03,534,231
Idaho,2020-06-04,591,297
Idaho,2020-06-05,527,242
Idaho,2020-06-06,459,195
Idaho,2020-06-07,392,174
Idaho,2020-06-08,560,233
Idaho,2020-06-10,594,262
Idaho,2020-06-11,609,271
Idaho,2020-06-12,648,293
Idaho,2020-06-13,538,227
Idaho,2020-06-14,432,180
Idaho,2020-06-15,674,281
Idaho,2020-06-16,682,281
Idaho,2020-06-17,798,334
Idaho,2020-06-18,651,287
Idaho,2020-06-19,650,303
Idaho,2020-06-22,803,357
Idaho,2020-06-23,935,432
Idaho,2020-06-24,858,357
Idaho,2020-06-25,930,382
Idaho,2020-06-26,920,384
Idaho,2020-06-27,759,280
Idaho,2020-06-29,732,359
Idaho,2020-06-30,844,382
Idaho,2020-07-01,707,330
Idaho,2020-07-02,876,429
Idaho,2020-07-03,904,391
Idaho,2020-07-04,774,316
Idaho,2020-07-05,542,193
Idaho,2020-07-06,879,345
Idaho,2020-07-07,981,392
Idaho,2020-07-08,904,379
Idaho,2020-07-09,876,387
Idaho,2020-07-10,801,338
Idaho,2020-07-11,730,329
Idaho,2020-07-12,702,275
Idaho,2020-07-13,1036,435
Idaho,2020-07-14,1164,463
Idaho,2020-07-15,831,387
Idaho,2020-07-16,1214,529
Idaho,2020-07-17,993,445
Idaho,2020-07-18,651,284
Idaho,2020-07-19,547,235
Idaho,2020-07-20,713,299
Idaho,2020-07-21,706,326
Idaho,2020-07-22,647,297
Idaho,2020-07-23,751,332
Idaho,2020-07-24,720,305
Idaho,2020-07-25,581,294
Idaho,2020-07-26,488,211
Idaho,2020-07-27,674,311
Idaho,2020-07-28,951,389
Idaho,2020-07-29,883,358
Idaho,2020-07-30,940,436
Idaho,2020-07-31,749,330
Idaho,2020-08-01,657,271
Idaho,2020-08-02,613,247
Idaho,2020-08-03,678,321
Idaho,2020-08-04,684,304
Idaho,2020-08-05,703,324
Idaho,2020-08-06,759,348
Idaho,2020-08-07,627,286
Idaho,2020-08-08,443,182
Idaho,2020-08-09,495,208
Idaho,2020-08-10,648,317
Idaho,2020-08-11,721,300
Idaho,2020-08-12,545,258
Idaho,2020-08-13,530,245
Idaho,2020-08-14,507,227
Idaho,2020-08-15,440,174
Idaho,2020-08-16,398,163
Idaho,2020-08-17,444,198
Illinois,2020-03-01,0,0
Illinois,2020-03-02,0,0
Illinois,2020-03-03,0,0
Illinois,2020-03-04,0,0
Illinois,2020-03-05,0,0
Illinois,2020-03-06,0,0
Illinois,2020-03-07,0,0
Illinois,2020-03-08,0,0
Illinois,2020-03-09,0,0
Illinois,2020-03-10,0,0
Illinois,2020-03-11,0,0
Illinois,2020-03-12,2006,1669
Illinois,2020-03-13,18500,11881
Illinois,2020-03-14,16885,11170
Illinois,2020-03-15,18653,11338
Illinois,2020-03-16,16393,10711
Illinois,2020-03-17,17498,11446
Illinois,2020-03-18,16570,11150
Illinois,2020-03-19,16602,11153
Illinois,2020-03-20,17011,11260
Illinois,2020-03-21,13635,8925
Illinois,2020-03-22,14790,9233
Illinois,2020-03-23,15651,9613
Illinois,2020-03-24,14740,8935
Illinois,2020-03-25,14508,8863
Illinois,2020-03-26,8608,5593
Illinois,2020-03-27,15556,9246
Illinois,2020-03-28,13916,8578
Illinois,2020-03-29,13936,8091
Illinois,2020-03-30,10041,6608
Illinois,2020-03-31,15969,9786
Illinois,2020-04-01,16028,9594
Illinois,2020-04-02,16433,9648
Illinois,2020-04-03,15236,8974
Illinois,2020-04-04,14502,8175
Illinois,2020-04-05,13845,7563
Illinois,2020-04-06,15754,9108
Illinois,2020-04-07,17183,9858
Illinois,2020-04-08,16801,9577
Illinois,2020-04-09,15997,9082
Illinois,2020-04-10,15624,8661
Illinois,2020-04-11,13496,7690
Illinois,2020-04-12,12031,6907
Illinois,2020-04-13,13050,7305
Illinois,2020-04-14,16186,9199
Illinois,2020-04-15,16109,9248
Illinois,2020-04-16,15289,8586
Illinois,2020-04-17,14563,8407
Illinois,2020-04-18,13438,7595
Illinois,2020-04-19,13522,7167
Illinois,2020-04-20,14293,7766
Illinois,2020-04-21,12297,7065
Illinois,2020-04-22,15096,8034
Illinois,2020-04-23,15159,8448
Illinois,2020-04-24,14846,8197
Illinois,2020-04-25,11883,6560
Illinois,2020-04-26,10252,5722
Illinois,2020-04-27,12408,6896
Illinois,2020-04-28,14301,7479
Illinois,2020-04-29,14638,7947
Illinois,2020-04-30,13174,7287
Illinois,2020-05-01,12845,7390
Illinois,2020-05-02,9182,5328
Illinois,2020-05-03,8550,4606
Illinois,2020-05-04,11778,6579
Illinois,2020-05-05,14672,7813
Illinois,2020-05-06,13429,7247
Illinois,2020-05-07,12516,6971
Illinois,2020-05-08,11529,6607
Illinois,2020-05-09,9477,5440
Illinois,2020-05-10,8752,5097
Illinois,2020-05-11,14079,7896
Illinois,2020-05-12,13403,7843
Illinois,2020-05-13,11421,6532
Illinois,2020-05-14,12783,7241
Illinois,2020-05-15,11354,6673
Illinois,2020-05-16,7564,4308
Illinois,2020-05-17,8375,4639
Illinois,2020-05-18,11043,6516
Illinois,2020-05-19,13173,7813
Illinois,2020-05-20,13014,7614
Illinois,2020-05-21,11080,6596
Illinois,2020-05-22,7773,4744
Illinois,2020-05-23,7043,4309
Illinois,2020-05-24,7326,4737
Illinois,2020-05-25,7137,4581
Illinois,2020-05-26,9462,5984
Illinois,2020-05-27,8350,4967
Illinois,2020-05-28,10232,6220
Illinois,2020-05-29,9216,5934
Illinois,2020-05-30,5358,3508
Illinois,2020-05-31,6048,4354
Illinois,2020-06-01,7741,5600
Illinois,2020-06-02,7493,5458
Illinois,2020-06-03,6239,4250
Illinois,2020-06-04,8669,6186
Illinois,2020-06-05,7529,5276
Illinois,2020-06-06,4826,3444
Illinois,2020-06-07,4415,3262
Illinois,2020-06-08,5893,3945
Illinois,2020-06-10,7490,5220
Illinois,2020-06-11,6822,4383
Illinois,2020-06-12,7769,4873
Illinois,2020-06-13,5738,3867
Illinois,2020-06-14,5351,3778
Illinois,2020-06-15,7611,5044
Illinois,2020-06-16,8362,5245
Illinois,2020-06-17,9200,5749
Illinois,2020-06-18,9261,6427
Illinois,2020-06-19,8624,5835
Illinois,2020-06-22,9506,6334
Illinois,2020-06-23,10973,7228
Illinois,2020-06-24,9270,6071
Illinois,2020-06-25,10291,6243
Illinois,2020-06-26,9960,6186
Illinois,2020-06-27,8060,4889
Illinois,2020-06-29,9002,5839
Illinois,2020-06-30,9065,5674
Illinois,2020-07-01,9576,6277
Illinois,2020-07-02,11894,7141
Illinois,2020-07-03,10526,6603
Illinois,2020-07-04,7985,5057
Illinois,2020-07-05,6265,3971
Illinois,2020-07-06,10379,6365
Illinois,2020-07-07,9267,5571
Illinois,2020-07-08,9940,6028
Illinois,2020-07-09,9410,6161
Illinois,2020-07-10,8575,5401
Illinois,2020-07-11,8388,5335
Illinois,2020-07-12,8026,4922
Illinois,2020-07-13,10296,6129
Illinois,2020-07-14,9620,5346
Illinois,2020-07-15,10898,6528
Illinois,2020-07-16,12631,7309
Illinois,2020-07-17,10336,6211
Illinois,2020-07-18,6556,4302
Illinois,2020-07-19,5986,3743
Illinois,2020-07-20,8042,5093
Illinois,2020-07-21,7752,4759
Illinois,2020-07-22,7281,4535
Illinois,2020-07-23,6720,4075
Illinois,2020-07-24,7086,4258
Illinois,2020-07-25,7601,5185
Illinois,2020-07-26,5850,3963
Illinois,2020-07-27,8970,5620
Illinois,2020-07-28,9969,5809
Illinois,2020-07-29,8432,5098
Illinois,2020-07-30,10872,6679
Illinois,2020-07-31,9133,5628
Illinois,2020-08-01,5962,3561
Illinois,2020-08-02,5934,3433
Illinois,2020-08-03,7436,4420
Illinois,2020-08-04,6940,4253
Illinois,2020-08-05,7965,4791
Illinois,2020-08-06,8181,5079
Illinois,2020-08-07,7459,4729
Illinois,2020-08-08,4382,2883
Illinois,2020-08-09,5524,3506
Illinois,2020-08-10,6377,4214
Illinois,2020-08-11,6179,3941
Illinois,2020-08-12,4793,3215
Illinois,2020-08-13,5289,3374
Illinois,2020-08-14,4721,3099
Illinois,2020-08-15,3836,2507
Illinois,2020-08-16,3266,2169
Illinois,2020-08-17,5076,3380
Indiana,2020-03-01,0,0
Indiana,2020-03-02,0,0
Indiana,2020-03-03,0,0
Indiana,2020-03-04,0,0
Indiana,2020-03-05,0,0
Indiana,2020-03-06,0,0
Indiana,2020-03-07,0,0
Indiana,2020-03-08,0,0
Indiana,2020-03-09,0,0
Indiana,2020-03-10,0,0
Indiana,2020-03-11,0,0
Indiana,2020-03-12,540,470
Indiana,2020-03-13,4720,3318
Indiana,2020-03-14,4156,2993
Indiana,2020-03-15,4023,2578
Indiana,2020-03-16,4602,3265
Indiana,2020-03-17,4346,3057
Indiana,2020-03-18,4387,3109
Indiana,2020-03-19,4542,3229
Indiana,2020-03-20,4252,3033
Indiana,2020-03-21,3464,2447
Indiana,2020-03-22,3787,2556
Indiana,2020-03-23,4415,2991
Indiana,2020-03-24,4150,2620
Indiana,2020-03-25,3906,2484
Indiana,2020-03-26,2286,1570
Indiana,2020-03-27,4088,2620
Indiana,2020-03-28,3509,2250
Indiana,2020-03-29,3769,2315
Indiana,2020-03-30,2838,1942
Indiana,2020-03-31,4462,2888
Indiana,2020-04-01,4684,2960
Indiana,2020-04-02,4386,2750
Indiana,2020-04-03,4053,2525
Indiana,2020-04-04,3875,2315
Indiana,2020-04-05,3682,2131
Indiana,2020-04-06,4408,2653
Indiana,2020-04-07,4370,2706
Indiana,2020-04-08,4495,2588
Indiana,2020-04-09,4100,2367
Indiana,2020-04-10,4166,2473
Indiana,2020-04-11,3380,2004
Indiana,2020-04-12,3214,1886
Indiana,2020-04-13,3493,2119
Indiana,2020-04-14,4143,2575
Indiana,2020-04-15,4490,2625
Indiana,2020-04-16,4074,2371
Indiana,2020-04-17,3828,2222
Indiana,2020-04-18,3193,1937
Indiana,2020-04-19,3580,1948
Indiana,2020-04-20,4019,2225
Indiana,2020-04-21,3338,1990
Indiana,2020-04-22,4006,2313
Indiana,2020-04-23,3934,2409
Indiana,2020-04-24,3971,2367
Indiana,2020-04-25,2936,1695
Indiana,2020-04-26,2529,1532
Indiana,2020-04-27,3288,1967
Indiana,2020-04-28,3755,2231
Indiana,2020-04-29,3759,2212
Indiana,2020-04-30,3451,2107
Indiana,2020-05-01,3521,2162
Indiana,2020-05-02,2378,1503
Indiana,2020-05-03,2383,1489
Indiana,2020-05-04,3179,1913
Indiana,2020-05-05,3713,2102
Indiana,2020-05-06,3525,2014
Indiana,2020-05-07,3222,1976
Indiana,2020-05-08,3159,1880
Indiana,2020-05-09,2491,1485
Indiana,2020-05-10,2449,1348
Indiana,2020-05-11,3485,2009
Indiana,2020-05-12,3349,2086
Indiana,2020-05-13,3265,1889
Indiana,2020-05-14,3291,1978
Indiana,2020-05-15,3171,1868
Indiana,2020-05-16,2135,1132
Indiana,2020-05-17,2254,1264
Indiana,2020-05-18,2972,1707
Indiana,2020-05-19,3282,1979
Indiana,2020-05-20,3401,2080
Indiana,2020-05-21,2983,1821
Indiana,2020-05-22,2077,1320
Indiana,2020-05-23,1761,1083
Indiana,2020-05-24,1853,1196
Indiana,2020-05-25,1787,1181
Indiana,2020-05-26,2337,1577
Indiana,2020-05-27,2298,1502
Indiana,2020-05-28,2526,1666
Indiana,2020-05-29,2409,1662
Indiana,2020-05-30,1269,929
Indiana,2020-05-31,1114,841
Indiana,2020-06-01,1778,1351
Indiana,2020-06-02,1640,1285
Indiana,2020-06-03,1757,1199
Indiana,2020-06-04,2251,1619
Indiana,2020-06-05,1656,1146
Indiana,2020-06-06,1283,926
Indiana,2020-06-07,1126,866
Indiana,2020-06-08,1482,1021
Indiana,2020-06-10,1911,1352
Indiana,2020-06-11,1718,1166
Indiana,2020-06-12,2041,1345
Indiana,2020-06-13,1415,997
Indiana,2020-06-14,1229,846
Indiana,2020-06-15,1960,1264
Indiana,2020-06-16,2152,1324
Indiana,2020-06-17,2542,1530
Indiana,2020-06-18,2235,1577
Indiana,2020-06-19,2019,1435
Indiana,2020-06-22,2163,1434
Indiana,2020-06-23,2569,1696
Indiana,2020-06-24,2549,1668
Indiana,2020-06-25,2676,1701
Indiana,2020-06-26,2473,1598
Indiana,2020-06-27,2063,1286
Indiana,2020-06-29,2247,1530
Indiana,2020-06-30,2276,1436
Indiana,2020-07-01,2624,1791
Indiana,2020-07-02,3203,1999
Indiana,2020-07-03,2803,1732
Indiana,2020-07-04,1982,1316
Indiana,2020-07-05,1678,1110
Indiana,2020-07-06,2929,1848
Indiana,2020-07-07,2564,1623
Indiana,2020-07-08,2857,1790
Indiana,2020-07-09,2780,1894
Indiana,2020-07-10,2443,1628
Indiana,2020-07-11,2147,1452
Indiana,2020-07-12,2006,1271
Indiana,2020-07-13,2748,1730
Indiana,2020-07-14,2779,1683
Indiana,2020-07-15,3074,1908
Indiana,2020-07-16,3412,2066
Indiana,2020-07-17,3003,1898
Indiana,2020-07-18,2009,1342
Indiana,2020-07-19,1809,1178
Indiana,2020-07-20,2331,1515
Indiana,2020-07-21,2347,1495
Indiana,2020-07-22,2423,1606
Indiana,2020-07-23,2326,1483
Indiana,2020-07-24,2077,1338
Indiana,2020-07-25,1936,1345
Indiana,2020-07-26,1630,1106
Indiana,2020-07-27,2443,1594
Indiana,2020-07-28,3100,1881
Indiana,2020-07-29,2575,1583
Indiana,2020-07-30,3306,1977
Indiana,2020-07-31,2777,1703
Indiana,2020-08-01,1675,1050
Indiana,2020-08-02,1687,1018
Indiana,2020-08-03,2261,1338
Indiana,2020-08-04,2167,1359
Indiana,2020-08-05,2278,1475
Indiana,2020-08-06,2501,1629
Indiana,2020-08-07,2214,1457
Indiana,2020-08-08,1330,901
Indiana,2020-08-09,1491,983
Indiana,2020-08-10,2045,1383
Indiana,2020-08-11,2028,1301
Indiana,2020-08-12,1596,1097
Indiana,2020-08-13,1549,1059
Indiana,2020-08-14,1515,1049
Indiana,2020-08-15,1161,822
Indiana,2020-08-16,888,650
Indiana,2020-08-17,1688,1108
Iowa,2020-03-01,0,0
Iowa,2020-03-02,0,0
Iowa,2020-03-03,0,0
Iowa,2020-03-04,0,0
Iowa,2020-03-05,0,0
Iowa,2020-03-06,0,0
Iowa,2020-03-07,0,0
Iowa,2020-03-08,0,0
Iowa,2020-03-09,0,0
Iowa,2020-03-10,0,0
Iowa,2020-03-11,0,0
Iowa,2020-03-12,241,207
Iowa,2020-03-13,2181,1452
Iowa,2020-03-14,1810,1203
Iowa,2020-03-15,2077,1259
Iowa,2020-03-16,2220,1461
Iowa,2020-03-17,2169,1506
Iowa,2020-03-18,2160,1493
Iowa,2020-03-19,2101,1407
Iowa,2020-03-20,2095,1350
Iowa,2020-03-21,1731,1132
Iowa,2020-03-22,1853,1172
Iowa,2020-03-23,2149,1338
Iowa,2020-03-24,2103,1291
Iowa,2020-03-25,1999,1270
Iowa,2020-03-26,1046,679
Iowa,2020-03-27,2018,1218
Iowa,2020-03-28,1797,1061
Iowa,2020-03-29,1820,1070
Iowa,2020-03-30,1412,946
Iowa,2020-03-31,2013,1231
Iowa,2020-04-01,2107,1227
Iowa,2020-04-02,2246,1327
Iowa,2020-04-03,2069,1250
Iowa,2020-04-04,1974,1100
Iowa,2020-04-05,1768,985
Iowa,2020-04-06,2210,1292
Iowa,2020-04-07,2284,1390
Iowa,2020-04-08,2167,1215
Iowa,2020-04-09,2201,1210
Iowa,2020-04-10,2155,1188
Iowa,2020-04-11,1730,953
Iowa,2020-04-12,1551,854
Iowa,2020-04-13,1911,1009
Iowa,2020-04-14,2369,1266
Iowa,2020-04-15,2213,1235
Iowa,2020-04-16,2240,1186
Iowa,2020-04-17,2319,1184
Iowa,2020-04-18,1918,982
Iowa,2020-04-19,1883,960
Iowa,2020-04-20,2215,1085
Iowa,2020-04-21,1845,1002
Iowa,2020-04-22,2239,1112
Iowa,2020-04-23,2147,1179
Iowa,2020-04-24,2265,1187
Iowa,2020-04-25,1716,914
Iowa,2020-04-26,1385,752
Iowa,2020-04-27,2221,1083
Iowa,2020-04-28,2400,1212
Iowa,2020-04-29,2222,1134
Iowa,2020-04-30,2046,1075
Iowa,2020-05-01,1939,1086
Iowa,2020-05-02,1263,763
Iowa,2020-05-03,1161,649
Iowa,2020-05-04,1962,1017
Iowa,2020-05-05,2209,1155
Iowa,2020-05-06,2105,1081
Iowa,2020-05-07,1980,987
Iowa,2020-05-08,1890,993
Iowa,2020-05-09,1322,722
Iowa,2020-05-10,1166,609
Iowa,2020-05-11,1850,998
Iowa,2020-05-12,1862,999
Iowa,2020-05-13,1873,1027
Iowa,2020-05-14,1857,978
Iowa,2020-05-15,1708,870
Iowa,2020-05-16,1127,594
Iowa,2020-05-17,1127,649
Iowa,2020-05-18,1707,951
Iowa,2020-05-19,1775,967
Iowa,2020-05-20,1697,954
Iowa,2020-05-21,1662,864
Iowa,2020-05-22,1303,744
Iowa,2020-05-23,927,524
Iowa,2020-05-24,995,571
Iowa,2020-05-25,886,515
Iowa,2020-05-26,1298,762
Iowa,2020-05-27,1440,778
Iowa,2020-05-28,1700,945
Iowa,2020-05-29,1352,806
Iowa,2020-05-30,682,431
Iowa,2020-05-31,619,413
Iowa,2020-06-01,1035,700
Iowa,2020-06-02,1011,636
Iowa,2020-06-03,1011,599
Iowa,2020-06-04,1133,719
Iowa,2020-06-05,869,581
Iowa,2020-06-06,630,435
Iowa,2020-06-07,537,369
Iowa,2020-06-08,923,597
Iowa,2020-06-10,1105,634
Iowa,2020-06-11,1062,564
Iowa,2020-06-12,1071,632
Iowa,2020-06-13,876,406
Iowa,2020-06-14,724,428
Iowa,2020-06-15,1102,692
Iowa,2020-06-16,1218,721
Iowa,2020-06-17,1228,739
Iowa,2020-06-18,1295,763
Iowa,2020-06-19,1162,713
Iowa,2020-06-22,1239,756
Iowa,2020-06-23,1365,826
Iowa,2020-06-24,1341,815
Iowa,2020-06-25,1535,916
Iowa,2020-06-26,1566,918
Iowa,2020-06-27,1033,620
Iowa,2020-06-29,1312,862
Iowa,2020-06-30,1403,835
Iowa,2020-07-01,1332,826
Iowa,2020-07-02,1689,961
Iowa,2020-07-03,1329,787
Iowa,2020-07-04,1000,618
Iowa,2020-07-05,827,526
Iowa,2020-07-06,1397,871
Iowa,2020-07-07,1357,785
Iowa,2020-07-08,1548,876
Iowa,2020-07-09,1514,977
Iowa,2020-07-10,1266,784
Iowa,2020-07-11,1016,671
Iowa,2020-07-12,953,635
Iowa,2020-07-13,1804,1031
Iowa,2020-07-14,1584,869
Iowa,2020-07-15,1512,919
Iowa,2020-07-16,1887,1089
Iowa,2020-07-17,1898,1094
Iowa,2020-07-18,1067,654
Iowa,2020-07-19,886,527
Iowa,2020-07-20,1141,732
Iowa,2020-07-21,1239,780
Iowa,2020-07-22,1207,685
Iowa,2020-07-23,1113,629
Iowa,2020-07-24,1120,633
Iowa,2020-07-25,1009,627
Iowa,2020-07-26,765,503
Iowa,2020-07-27,1273,791
Iowa,2020-07-28,1582,875
Iowa,2020-07-29,1231,701
Iowa,2020-07-30,1764,1028
Iowa,2020-07-31,1372,814
Iowa,2020-08-01,804,488
Iowa,2020-08-02,890,523
Iowa,2020-08-03,1203,695
Iowa,2020-08-04,1417,819
Iowa,2020-08-05,1247,744
Iowa,2020-08-06,1345,851
Iowa,2020-08-07,1109,688
Iowa,2020-08-08,702,441
Iowa,2020-08-09,843,540
Iowa,2020-08-10,974,632
Iowa,2020-08-11,777,526
Iowa,2020-08-12,665,475
Iowa,2020-08-13,765,518
Iowa,2020-08-14,672,438
Iowa,2020-08-15,570,417
Iowa,2020-08-16,463,349
Iowa,2020-08-17,837,548
Kansas,2020-03-01,0,0
Kansas,2020-03-02,0,0
Kansas,2020-03-03,0,0
Kansas,2020-03-04,0,0
Kansas,2020-03-05,0,0
Kansas,2020-03-06,0,0
Kansas,2020-03-07,0,0
Kansas,2020-03-08,0,0
Kansas,2020-03-09,0,0
Kansas,2020-03-10,0,0
Kansas,2020-03-11,0,0
Kansas,2020-03-12,226,192
Kansas,2020-03-13,2242,1456
Kansas,2020-03-14,1956,1290
Kansas,2020-03-15,1955,1177
Kansas,2020-03-16,1941,1259
Kansas,2020-03-17,2392,1524
Kansas,2020-03-18,2104,1413
Kansas,2020-03-19,2018,1384
Kansas,2020-03-20,2126,1412
Kansas,2020-03-21,1805,1150
Kansas,2020-03-22,1853,1193
Kansas,2020-03-23,2082,1223
Kansas,2020-03-24,1992,1191
Kansas,2020-03-25,1990,1185
Kansas,2020-03-26,1120,691
Kansas,2020-03-27,1896,1115
Kansas,2020-03-28,1800,1050
Kansas,2020-03-29,1652,902
Kansas,2020-03-30,1353,813
Kansas,2020-03-31,1907,1219
Kansas,2020-04-01,2058,1194
Kansas,2020-04-02,1996,1143
Kansas,2020-04-03,1969,1148
Kansas,2020-04-04,1854,991
Kansas,2020-04-05,1816,917
Kansas,2020-04-06,2259,1194
Kansas,2020-04-07,2207,1234
Kansas,2020-04-08,2335,1187
Kansas,2020-04-09,2340,1224
Kansas,2020-04-10,2124,1119
Kansas,2020-04-11,1827,991
Kansas,2020-04-12,1624,916
Kansas,2020-04-13,1815,966
Kansas,2020-04-14,2008,1145
Kansas,2020-04-15,2045,1116
Kansas,2020-04-16,1990,1091
Kansas,2020-04-17,1846,1029
Kansas,2020-04-18,1624,854
Kansas,2020-04-19,1694,828
Kansas,2020-04-20,1937,979
Kansas,2020-04-21,1556,851
Kansas,2020-04-22,1920,980
Kansas,2020-04-23,1926,996
Kansas,2020-04-24,1815,1036
Kansas,2020-04-25,1423,736
Kansas,2020-04-26,1228,616
Kansas,2020-04-27,1792,949
Kansas,2020-04-28,1895,1015
Kansas,2020-04-29,1874,986
Kansas,2020-04-30,1840,939
Kansas,2020-05-01,1692,954
Kansas,2020-05-02,1158,655
Kansas,2020-05-03,1091,577
Kansas,2020-05-04,1590,854
Kansas,2020-05-05,1786,892
Kansas,2020-05-06,1778,933
Kansas,2020-05-07,1478,878
Kansas,2020-05-08,1429,812
Kansas,2020-05-09,1168,605
Kansas,2020-05-10,1135,562
Kansas,2020-05-11,1584,846
Kansas,2020-05-12,1560,875
Kansas,2020-05-13,1468,781
Kansas,2020-05-14,1547,850
Kansas,2020-05-15,1478,835
Kansas,2020-05-16,1081,545
Kansas,2020-05-17,1112,536
Kansas,2020-05-18,1392,719
Kansas,2020-05-19,1531,853
Kansas,2020-05-20,1585,866
Kansas,2020-05-21,1331,774
Kansas,2020-05-22,1196,686
Kansas,2020-05-23,865,525
Kansas,2020-05-24,857,488
Kansas,2020-05-25,849,501
Kansas,2020-05-26,1322,813
Kansas,2020-05-27,1126,619
Kansas,2020-05-28,1202,713
Kansas,2020-05-29,1160,718
Kansas,2020-05-30,677,463
Kansas,2020-05-31,529,375
Kansas,2020-06-01,880,601
Kansas,2020-06-02,715,536
Kansas,2020-06-03,791,512
Kansas,2020-06-04,1027,656
Kansas,2020-06-05,903,607
Kansas,2020-06-06,610,429
Kansas,2020-06-07,516,381
Kansas,2020-06-08,755,519
Kansas,2020-06-10,843,555
Kansas,2020-06-11,858,544
Kansas,2020-06-12,890,560
Kansas,2020-06-13,653,422
Kansas,2020-06-14,587,409
Kansas,2020-06-15,972,602
Kansas,2020-06-16,1168,718
Kansas,2020-06-17,1125,668
Kansas,2020-06-18,983,661
Kansas,2020-06-19,980,649
Kansas,2020-06-22,1079,686
Kansas,2020-06-23,1276,797
Kansas,2020-06-24,1069,712
Kansas,2020-06-25,1251,743
Kansas,2020-06-26,1466,850
Kansas,2020-06-27,1060,627
Kansas,2020-06-29,1183,753
Kansas,2020-06-30,1305,795
Kansas,2020-07-01,1293,794
Kansas,2020-07-02,1562,921
Kansas,2020-07-03,1570,863
Kansas,2020-07-04,1002,629
Kansas,2020-07-05,781,459
Kansas,2020-07-06,1464,828
Kansas,2020-07-07,1484,868
Kansas,2020-07-08,1383,810
Kansas,2020-07-09,1294,816
Kansas,2020-07-10,1273,737
Kansas,2020-07-11,1040,662
Kansas,2020-07-12,931,540
Kansas,2020-07-13,1537,866
Kansas,2020-07-14,1603,907
Kansas,2020-07-15,1962,1146
Kansas,2020-07-16,1830,995
Kansas,2020-07-17,1558,955
Kansas,2020-07-18,982,614
Kansas,2020-07-19,767,482
Kansas,2020-07-20,1190,686
Kansas,2020-07-21,1254,742
Kansas,2020-07-22,1246,740
Kansas,2020-07-23,1006,581
Kansas,2020-07-24,1095,566
Kansas,2020-07-25,1032,648
Kansas,2020-07-26,798,484
Kansas,2020-07-27,1206,699
Kansas,2020-07-28,1608,827
Kansas,2020-07-29,1399,779
Kansas,2020-07-30,1582,890
Kansas,2020-07-31,1291,723
Kansas,2020-08-01,814,481
Kansas,2020-08-02,789,447
Kansas,2020-08-03,1023,553
Kansas,2020-08-04,892,536
Kansas,2020-08-05,1030,673
Kansas,2020-08-06,1165,674
Kansas,2020-08-07,1135,689
Kansas,2020-08-08,628,394
Kansas,2020-08-09,767,428
Kansas,2020-08-10,947,621
Kansas,2020-08-11,1107,670
Kansas,2020-08-12,970,589
Kansas,2020-08-13,910,572
Kansas,2020-08-14,765,482
Kansas,2020-08-15,643,390
Kansas,2020-08-16,500,320
Kansas,2020-08-17,806,499
Kentucky,2020-03-01,0,0
Kentucky,2020-03-02,0,0
Kentucky,2020-03-03,0,0
Kentucky,2020-03-04,0,0
Kentucky,2020-03-05,0,0
Kentucky,2020-03-06,0,0
Kentucky,2020-03-07,0,0
Kentucky,2020-03-08,0,0
Kentucky,2020-03-09,0,0
Kentucky,2020-03-10,0,0
Kentucky,2020-03-11,0,0
Kentucky,2020-03-12,327,304
Kentucky,2020-03-13,2920,2025
Kentucky,2020-03-14,2751,1937
Kentucky,2020-03-15,2868,1851
Kentucky,2020-03-16,2892,1888
Kentucky,2020-03-17,2983,2051
Kentucky,2020-03-18,3055,2142
Kentucky,2020-03-19,3020,2103
Kentucky,2020-03-20,2987,2064
Kentucky,2020-03-21,2341,1613
Kentucky,2020-03-22,2726,1734
Kentucky,2020-03-23,2923,1877
Kentucky,2020-03-24,2947,1858
Kentucky,2020-03-25,2687,1766
Kentucky,2020-03-26,1651,1105
Kentucky,2020-03-27,3032,1858
Kentucky,2020-03-28,2635,1657
Kentucky,2020-03-29,2628,1594
Kentucky,2020-03-30,2095,1383
Kentucky,2020-03-31,2968,1846
Kentucky,2020-04-01,3011,1824
Kentucky,2020-04-02,3066,1818
Kentucky,2020-04-03,3340,1958
Kentucky,2020-04-04,2825,1670
Kentucky,2020-04-05,2756,1526
Kentucky,2020-04-06,2734,1641
Kentucky,2020-04-07,2925,1716
Kentucky,2020-04-08,3013,1771
Kentucky,2020-04-09,3306,1862
Kentucky,2020-04-10,2923,1724
Kentucky,2020-04-11,2722,1496
Kentucky,2020-04-12,2514,1469
Kentucky,2020-04-13,2503,1448
Kentucky,2020-04-14,2945,1700
Kentucky,2020-04-15,3223,1768
